Course Title
1.207 Models and Algorithms for
1.200 or permission of instructor
1.208J Transportation and Logistics
15.770J )
1.209J Case Studies in Logistics and
15.771J )
1.212 An Introduction to Intelligent
1.231J Planning and Design of Airport
16.781J )
1.233J Seminar in Air Transportation
16.73J )
16.73J .
"1.25J Technology, Policy, and"
17.559J )
17.559J .
1.251J Transportation and Government —
11.379J )
1.252J Urban Transportation Planning
11.380J )
11.380J .
1.254J Infrastructure in Developing
"11.469J ,"
11.104 )
11.469J .
1.255J Political Economy and Technology
"17.558J , 21H.977J)"
17.558J .
"1.256J Technology, Policy, and"
17.560J )
17.560J .
1.258J Public Transportation Service and
11.381J )
1.201 or permission of instructor
1.259J Transit Management
11.382J )
1.258J or permission of instructor
1.27 Studies in Transportation
1.271 Research Seminar in Transportation
4.281 Transportation Economics
14.01
1.283J The Economics of Cities and
"14.573J ,"
11.410J )
14.03 or
14.04
14.573J .
"1.284J Regional Economic Theories,"
11.481J )
"14.03 ,"
14.04
11.481J .
1.285J Regional Socioeconomic Impact
11.482J )
11.481J or permission of instructor
11.482J .
1.286 Freight Transportation
"1.201 ,"
1.03
1.30 Introduction to Geotechnical
1.04
1.32 Introduction to Engineering Geology
1.322 Soil Behavior
1.361
1.37
1.331 Soil Dynamics
1.361
1.34 Waste Containment and Remediation
"1.30 , permission of instructor"
1.351 Theoretical Soil Mechanics
1.361
1.361 Advanced Soil Mechanics
1.30
1.364 Advanced Geotechnical Engineering
"1.30 ,"
1.361
1.366 Geotechnical Engineering
1.30
1.361 .
1.37 Geotechnical Measurements and
1.30
1.38 Engineering Geology
"1.30 ,"
"1.32 , or permission of instructor"
1.381 Rock Mechanics
"1.38 ,"
1.361
1.383 Underground Construction
"1.361 ,"
"1.38 , or permission of"
1.39 Studies in Geotechnical
1.40 Project Management
1.42J Fundamentals of Energy in Buildings
"4.42J ,"
2.45J )
"8.02 ,"
18.02
4.42J .
1.420 Innovation in Construction
1.431 Structuring Construction Industry
1.432J Project Control
13.615J )
1.44 Law and the Construction Industry
1.441 Public Infrastructure Development
1.44 or permission of instructor
1.45 Construction Finance
1.46 Strategic Management in the Design
1.461 Corporate Organization For the Future
1.462 Marketing Client-Oriented Services
1.471 Management of Large-Scale Systems
1.472 Innovative Contract Strategies in the
1.481 Research Seminar in Construction
1.482 Studies in Construction Engineering
1.50 Structural Engineering
1.04
1.51 Design of Steel Structures
1.50
1.52 Design of Concrete Structures
1.50
1.53 Constructed Facilities Project
1.59
1.541 Behavior of Concrete Structures
1.52
1.542 Behavior of Steel Structures
1.51
1.543 Planning and Design of Structural
"1.50 ,"
1.51
1.56J Structural Mechanics in Nuclear
"22.314J ,"
"2.084J ,"
13.14J )
22.314J .
1.571 Structural Analysis and Control
1.51
1.573J Introduction to Structural Mechanics
13.10J )
2.01 or
"2.001 ,"
18.03
13.10J .
1.581 Advanced Structural Dynamics
1.50 or equivalent
1.583 Nondestructive Evaluation of
1.589 Studies in Structural Design and
1.59 Mechanics of Construction Materials
1.04
1.591J Fracture of Structural Materials
"3.90J ,"
13.16J )
2.30 or
3.11 or
13.15
3.90J .
1.592 Mechanical Behavior of Construction
1.593J Mechanical Behavior of Plastics
3.91J )
3.064
3.91J .
1.594J Composite Materials
3.92J )
3.064
3.92J .
1.597 Studies in Construction Materials
1.60 Environmental Fluid Transport
1.61 )
1.05 or
2.20 or
10.301 or equivalent
1.61 Environmental Fluid Transport
1.60 )
1.05 or
2.20 or
10.301 or equivalent
1.63 Topics in Environmental Fluid
"1.60 ,"
1.131 or equivalent
1.64 Dynamics of Stratified Fluids
1.60
1.66 Problems in Water Resources and
1.67 Sediment Transport and Coastal
"1.60 ,"
1.69
1.69 Introduction to Coastal
1.60
1.691 Surface Wave Dynamics
"1.131 ,"
"1.69 , or equivalent"
1.697J Oceanographic Systems |
13.990J )
13.990J .
1.698J Oceanographic Systems II
13.991J )
13.991J .
1.699 Special Projects in Oceanographic
13.999J )
13.999J .
1.70 Environmental Engineering Clinic
1.71J Introduction to Hydrology
12.320J )
"1.03 ,"
"1.05 , or equivalents"
1.711 Engineering Hydrology
"1.03 ,"
"1.05 ,"
1.71J
1.713J Land-Atmosphere Interaction
12.826J )
1.71J or
1.714 or permission of in-
1.714 Surface Hydrology
1.71J or equivalent
1.715 Environmental Data Analysis
1.03 or equivalent
1.72 Groundwater Hydrology
1.60
1.721 Advanced Subsurface Hydrology
"1.72 ,"
"18.075 , permission of instructor"
1.723 Groundwater Quality and Remediation
1.72
1.724 Groundwater Modeling
"1.72 ,"
18.03 or equivalent
1.7253 Chemicals in the Environment: Fate
1.731 Water Resource Systems
"1.72 ,"
"1.714 ,"
18.03 or equivalent
1.732 Hydrologic Estimation and Prediction
1.715
1.75 Limnology and Wetland Ecology
1.76 Aquatic Chemistry
5.11
5.60 is a suggested
1.761 Environmental Chemical Kinetics
1.76 or permission of instructor
1.77 Water Quality Control
1.05
1.782 Environmental and
1.782 for both IAP
1.80 Fundamentals of Ecology
1.81J Chemicals in the Environment:
"5.11 ,"
7.012 /
7.013 /
7.014
1.811J Environmental Law: Pollution
"1.812J Regulation of Chemicals, Radiation,"
1.814J Industrial Ecology
3.560J )
3.56
1.82 Problems in Aquatic Biology and
1.83 Environmental Organic Chemistry
"5.12 ,"
5.60
1.85 Wastewater Treatment Engineering
1.05 or
1.80
1.89 Environmental Microbiology
1.91 Civil and Environmental Engineering
1.92 Advanced Civil and Environmental
1.91
1.91 provides credit for the first two work as-
1.92
1.91 and
1.92 twice and must
1.961 -
1.966 Special Graduate Studies in
1.968 Graduate Studies in Civil and
1.969 Graduate Studies in Civil and
1.970 -
1.977 Special Graduate Studies in
1.978 -
1.979 Special Graduate Studies in
1.978 is
1.980J Thesis Proposal Seminar
1.982 Research in Civil and Environmental
1.983 Teaching in Civil and Environmental
"1.991 ,"
1.992 Special Undergraduate Studies
1.991 is
1.993 -
1.995 Special Undergraduate Studies
1.995 is
1.999 Undergraduate Studies in Civil and
2.001 Mechanics and Materials |
"8.01 ,"
18.02
2.002 Mechanics and Materials II
2.001
2.003 Systems Modeling and Dynamics |
"8.01 ,"
18.02
2.004J Systems Modeling and Dynamics Il
"2.03J ,"
13.013 )
2.001 and
2.003 or
13.015
2.005 Thermal-Fluids Engineering |
"8.02 ,"
18.03
2.006 Thermal-Fluids Engineering II
"2.005 ,"
18.03
2.007 Design and Manufacturing |
2.670
2.008 are used in fabrication
2.008 Design and Manufacturing Il
"2.001 ,"
"2.003 ,"
"2.007 ,"
2.005
2.010 Control System Principles
"2.003 ,"
"18.03 ,"
2.004
2.03J Dynamics
"2.004J ,"
13.013J )
"2.001 ,"
"2.004 , and"
2.02 or
"2.003 ,"
18.03
2.004J .
2.032 Dynamics
2.034 Nonlinear Dynamics
2.032
2.05 Kinematics and Dynamics of
2.03
2.06J Mechanical Vibration
"13.80J ,"
13.801 )
2.004J
13.80J .
2.060J Principles of Acoustics
13.81J )
13.013J or
2.03 or
"16.040 ,"
18.075
"2.063J , forms a two-term se-"
2.061 Random Vibration
"2.03J ,"
18.075
2.062 Wave Propagation
2.03J
2.063J Sound and Structural Vibration
13.82J )
2.03J or
16.040 or
18.075
"2.060J , forms a two-term se-"
2.067J Structural Acoustics
13.83J )
2.072 Mechanics of Continuous Media
2.073 Solid Mechanics — Plasticity and
2.30
2.083 Applied Elasticity
2.30 or
"2.002 ,"
18.03
2.084J Structural Mechanics in Nuclear
"22.314J ,"
"1.56J ,"
13.14J )
22.314J .
2.093 Computer Methods in Dynamics
"2.03J ,"
18.075
2.094 Finite Element Analysis of Solids and
2.01 or
"2.001 ,"
18.075
2.100 Information and Probability
2.003
2.101 Computer Models of Physical and
18.03 or
"18.034 ,"
1.00
2.141 Modeling and Simulation of Dynamic
2.151
2.151 Advanced System Dynamics and
2.02 or
"2.003 ,"
"2.14 ,"
18.06
2.152 Nonlinear Control System Design
2.151 or
6.241 or equivalent
2.153 Adaptive Control: Theory and
2.151
2.156J Dynamics of Nonlinear Systems
"6.243J ,"
16.337J )
"18.100 ,"
6.241
6.243J .
2.157J Design and Implementation of
"1.127J ,"
13.471J )
2.1583 Computational Geometry
"13.472J ,"
1.128J )
13.471J /
2.157J or
6.837
13.472J .
2.159J Computer Aided Engineering |
"1.124J ,"
13.470J )
1.00 and knowledge of C
1.124J .
2.160 Intelligent Control and Sensing
2.151 or equivalent
2.165 Robotics and Mechatronics
2.151 and
2.004 or permission of in-
2.171 Analysis and Design of Digital
"2.010 ,"
2.151
2.181J Human Factors Engineering
"16.453J ,"
16.400 )
2.010 or
16.060
16.453J .
2.182J Human Supervisory Control of
16.422J )
2.183 Biomechanics and Neural Control of
2.192 Engineering Systems Analysis
2.25 Advanced Fluid Mechanics
2.006 ;
18.075 or
18.085
2.273 Turbulent Flow and Transport
2.25
2.274 Computational Fluid Dynamics
2.277 Biomedical Fluid Mechanics
2.006
2.280 Fundamentals and Modeling in
"2.005 ,"
2.006
2.29J Air Pollution Control
10.571J )
10.571J .
2.30 Mechanical Behavior of Materials
2.001
2.302 Physics of Inelastic Deformation of
2.30 or
2.002 or
2.305
2.303 Micro Mechanisms of Fracture
2.30 or
2.002 or
2.305
2.305 Advanced Mechanical Behavior of
"2.001 ,"
3.091
2.306 Dislocations and Mechanical
2.30 or
"2.002 ,"
3.091
2.31 Finite Element Analysis in Computer
"2.001 ,"
2.002
2.41J Thermal Power Engineering
13.25J )
2.005
2.45J Fundamentals of Energy in Buildings
"4.42J ,"
1.42J )
"8.02 ,"
18.02
4.42J .
2.451J General Thermodynamics
22.571J )
"2.46J Analysis and Design of Heating,"
4.427J )
"2.005 ,"
2.51
2.51 Heat and Mass Transfer Engineering
2.006
2.54 Heat Transfer
2.55 Advanced Heat and Mass Transfer
2.51
2.56 Conduction and Change of Phase Heat
"2.51 ,"
18.075
2.58J Radiative Transfer
10.74 )
10.302 or
2.51
2.601J Design of Thermal Power
13.26J )
"2.005 ,"
"2.006 ,"
2.51
2.615 Internal Combustion Engines
"2.005 ,"
2.006
2.648 Superconducting Magnets
"2.005 ,"
2.51
2.670 Mechanical Engineering Tools
2.671 Measurement and Instrumentation
"2.003 ,"
8.02
2.672 Project Laboratory
"2.001 ,"
"2.003 ,"
"2.005 ,"
"2.006 ,"
2.671
2.72 Elements of Mechanical Design
"2.001 ,"
2.007
2.73 .
2.721 Design for Production
"2.001 ,"
"2.007 ,"
"2.72 ,"
2.008
2.72 . Stu-
2.72 .
2.73 Design Projects
"2.007 ,"
2.008
2.737 Mechatronics
"1.00 ,"
"2.010 ,"
"6.071 , or equivalents; per-"
2.739J Product Design and Development
15.783J )
15.760 or
15.761 or
2.731 or
2.73 or
15.783J .
2.74 Optimal Product Redesign
"2.007 or equivalent, access to PC or"
2.744 Product Design
2.75 Precision Machine Design
2.72 or permission of instructor
2.277 and
2.907J .)
2.761J Principles of Medical Imaging
"22.56J , HST.561J)"
22.56J .
"2.763J Hyperthermia: Biology, Technology,"
2.781J Biomedical Instrumentation
16.458J )
2.782J Design of Medical Devices and
2.785J Mechanical Forces in Organ
"3.97J , HST.523J)"
3.091 or
5.11 ;
2.005 or
5.60 ;
7.012 o
7.013
2.79J Biomaterials — Tissue Interactions
"3.96J , HST.522J)"
3.091 or
5.11 ;
2.005 or
5.60 ;
7.012 or
7.013
2.791J Quantitative Physiology:
"6.021J ,"
"2.794J ,"
"6.521J ,"
2.003 or
6.002 or
6.071 or
10.301 ;
"8.02 ,"
18.03
"6.521J , but assignments differ. 4 En-"
6.021J .
2.792J Quantitative Physiology: Organ
"6.022J ,"
"2.796J ,"
"6.522J ,"
2.791J ;
2.006 or
6.013
6.022J .
2.793J Quantitative Physiology: Sensory
"6.023J ,"
"16.401J , HST.543J)"
2.003 or
6.003 or
16.060
6.023J .
2.794J Quantitative Physiology: Cells and
"6.021J ,"
"2.791J ,"
"6.521J ,"
2.003 or
6.002 or
6.071 or
10.301 ;
"8.02 ,"
18.03
6.021J .
"2.795J Fields, Forces, and Flows:"
"6.561J , HST.544J)"
6.561J .
2.796J Quantitative Physiology: Organ
"6.022J ,"
"2.792J ,"
"6.522J ,"
2.006 or
6.013 ;
6.021J
6.022J . Requires the completion of
6.022J .
2.800 Tribology
2.810 Fundamentals of Manufacturing
"2.001 ,"
"2.006 ,"
"2.008 , or equivalents"
2.812 The Design and Control of
2.810 or permission of instructor
2.82 Introduction to Manufacturing System
2.008
2.822 Design and Manufacture with
"2.001 ,"
"2.006 ,"
"2.30 , or equivalent"
2.830 Control of Manufacturing
2.010 or
15.075 or equivalent
2.851J System Optimization and Analysis
"15.066J ,"
3.83J )
18.02
15.066J .
2.852 Manufacturing Systems Analysis
"6.041 , permission of instructor"
2.870 Total Quality Development
2.882 Principles of Axiomatic Design
"2.001 ,"
"2.006 ,"
"2.30 ,"
2.005
2.890J Proseminar in Manufacturing
"15.792J ,"
"3.80J ,"
"10.792J ,"
16.985J )
15.792J .
2.891 Management for Engineers
2.9213 Deformation and Fracture of
3.951J )
2.001 or
3.11
"2.93J Engineers, Scientists, and Public -"
2.942 Entrepreneurship
2.943 Engineering Risk-Benefit Analysis
18.02
2.95J Real-World Ethics
2.951 Engineering Internship
2.952 Advanced Engineering Internship
2.951
2.953J Research Ethics
"16.954J , TPP.41J)"
2.954J Ethical Problems in Advanced
"2.953J ,"
"16.954 , TPP 41J, permission"
2.96 Management in Engineering
"2.97 ,"
2.971 Independent Activities
2.971 is
2.981 Low-Temperature Refrigeration
2.005
2.982 Microscale Heat Transfer
2.51 or equivalent
2.990 -
2.991 Advanced Topics in Fluid and
"2.25 ,"
"2.451 ,"
2.55
2.993 -
2.995 Special Topics in Mechanical
2.996 —
2.998 Advanced Topics in
2.999 Engineer's Degree Thesis Proposal
3.03 Chemical Metallurgy
3.05 Computer Models of Physical and
3.185 Engineering Systems
18.03 or
"18.034 ,"
1.00
05.11
3.00 Thermodynamics of Materials
18.02
3.01 Physical Chemistry of Materials
3.00 or
5.60 or
2.40 or
10.213
"3.035 ,"
"3.036 ,"
3.037 Special Problems in
"3.038 ,"
"3.039 ,"
3.04 Special Problems in
3.041 Undergraduate Research Seminar
3.063 Polymer Physics
"3.062 ,"
3.00
3.064 Polymer Engineering
"3.11 ,"
3.185
3.069 Ceramics Processing
3.185
3.07 Introduction to Ceramics
"3.01 ,"
3.13
3.070J Materials for Nuclear Applications
"22.70J ,"
"3.711J ,"
22.070J )
3.091
22.70J .
3.08J Industrial Competition in the US and
3.081 Materials Structure Laboratory
3.13 or permission of instructor
3.082 Materials Processing Laboratory
"3.01 ,"
"3.081 ,"
3.13
3.091 Introduction to Solid-State Chemistry
3.092 Perspectives in Materials Science
"3.093 Hotter, Faster, Stronger, Cheaper:"
3.10 Chemical Physics of Materials
3.091 or
5.11 ;
"8.02 ,"
18.03
3.11 Mechanics of Materials
"3.01 ,"
3.13
3.13 Structure of Materials
3.091 or
5.11 ;
"8.02 ,"
18.02
3.14 Physical Metallurgy
3.01 ;
3.11 ;
3.13
"3.15 Electrical, Optical, and Magnetic"
3.10
3.155J Microelectronics Processing
"6.152J ,"
10.480J )
6.152J .
3.172 Inventions and Patents
14.02
3.185 Transport Phenomena in Materials
"3.01 ,"
18.03
3.20 Thermodynamics of Materials
"3.00 ,"
"3.01 , or permission of instructor"
3.21 Kinetic Processes in Materials
"3.00 ,"
"3.01 ,"
"3.185 , or permission of in-"
3.271 Structure of Materials
"18.03 ,"
3.10
3.29 Special Problems in Materials
3.291 Special Problems in Materials
3.30 Electron Microscopy: Image
"3.081 ,"
3.13
3.31 Phase Transformations
"3.20 ,"
3.21
3.320 Atomistic Computer Modeling of
"3.20 ,"
"3.13 , or permission of instructor"
3.33 Defects in Crystals
"3.13 ,"
3.14
3.34 High-Temperature Materials
3.11 or
3.14 or equivalent
3.35 Fracture and Fatigue
2.30 or
3.11 or equivalent
3.36J Welding Engineering
13.17J )
13.15
13.17J .
3.37 Welding and Joining Processes
3.39 Mechanical Properties of Materials
2.30 ;
3.11 or
22.71J
3.40J Physical Metallurgy
22.71J )
3.14 or
3.711J
3.41 Physics and Chemistry of Materials
"8.03 ,"
18.03
3.42 Electronic Materials Design
3.41
3.43 Electronic Materials and Devices
"3.20 ,"
3.42
3.44 Electronic Materials Processing
"3.20 ,"
3.21
3.45 Magnetic Materials
3.41
3.46 Optical and Optoelectronic
3.42 or equivalent
3.471 Advanced Topics on the Physics and
3.41 or equivalent or permission of in-
3.41 including: molecular and crystal symmetry
3.48 Statistical Physics of Materials
3.20
3.49 Special Problems in Electronic
3.491 Special Problems in Electronic
3.50 High-Temperature Physical Chemistry
3.01
3.51 Materials and the Environment
3.205 or equivalent
3.52J Materials Processing
10.581J )
"3.01 ,"
"3.185 , or equivalents"
3.53 Electrochemical Processing of
3.185
3.54J Corrosion: The Environmental
22.72J )
3.00
3.541 Oxidation and Corrosion of Materials
"3.20 ,"
3.21
3.55 Macroscopic Transport in Materials
18.03
3.56 Engineering Systems Analysis
3.560J Industrial Ecology
1.814J )
3.56
3.563J Strategic Analysis for
"1.141J ,"
"6.688J ,"
"11.385J ,"
"22.822J , TPP.121J)"
1.146 or
2.192 or
3.56 or
13.62 or
16.861 or TPP.21 or
11.200 or
11.205
1.141J .
3.566 Entrepreneurship
3.577 Engineering Risk-Benefit Analysis
18.02
3.595 Special Problems in Materials
3.596 Special Problems in Materials
"3.60 Symmetry, Structure, and Tensor"
3.07
3.62 Defect Thermodynamics and Solid
3.20
3.63 Ceramic Processes
"3.07 ,"
3.20
3.64 Special Problems in Ceramics
3.641 Special Problems in Ceramics
3.691 -
3.699 Teaching Materials Science
3.70 Special Problems in Metallurgy
3.701 Special Problems in Metallurgy
3.711J Materials for Nuclear
"22.70J ,"
"3.070J ,"
22.070 /)
22.70J .
3.80J Proseminar in Manufacturing
"15.792J ,"
"2.890J ,"
"10.792J ,"
16.985J )
15.792J .
3.81J Engineering Probability and
"6.430J ,"
15.064J )
18.02
6.430J .
3.83J System Optimization and Analysis for
"15.066J ,"
2.851J )
18.02
15.066J .
3.891 Structure and Properties of Materials
"8.03 ,"
18.03
3.566 Entrepreneurship
3.577 Engineering Risk-Benefit Analysis
18.02
3.595 Special Problems in Materials
3.596 Special Problems in Materials
"3.60 Symmetry, Structure, and Tensor"
3.07
3.62 Defect Thermodynamics and Solid
3.20
3.63 Ceramic Processes
"3.07 ,"
3.20
3.64 Special Problems in Ceramics
3.641 Special Problems in Ceramics
3.691 -
3.699 Teaching Materials Science
3.70 Special Problems in Metallurgy
3.701 Special Problems in Metallurgy
3.711J Materials for Nuclear
"22.70J ,"
"3.070J ,"
22.070 /)
22.70J .
3.80J Proseminar in Manufacturing
"15.792J ,"
"2.890J ,"
"10.792J ,"
16.985J )
15.792J .
3.81J Engineering Probability and
"6.430J ,"
15.064J )
18.02
6.430J .
3.83J System Optimization and Analysis for
"15.066J ,"
2.851J )
18.02
15.066J .
3.891 Structure and Properties of Materials
"8.03 ,"
18.03
3.90J Fracture of Structural Materials
"1.591J ,"
13.16J )
2.30 or
3.11 or
13.15
3.901 Special Problems in Polymer Science
3.902 Special Problems in Polymer Science
3.903J Student Seminar in Polymer Science
10.960J )
10.960J .
3.91J Mechanical Behavior of Plastics
1.593J )
3.064
3.911 Professional Development for
3.912 Polymer Processing
3.064
3.92J Composite Materials
1.594J )
3.064
3.930 Industrial Practice
3.931 Industrial Practice
3.932 Industrial Practice
3.94 Morphology of Polymers
3.063
3.941J Statistical Mechanics of Polymers
10.668J )
10.568 or permission of instructor
10.668J .
3.951J Deformation and Fracture of
2.921J )
2.001 or
3.11
2.921J .
3.96J Biomaterials — Tissue Interactions
"2.79J , HST.522J)"
3.091 or
5.11 ;
2.005 or
5.60 ;
7.012 or
7.013
2.79J .
3.97J Mechanical Forces in Organ
"2.785J , HST.523J)"
3.091 or
5.11 ;
2.005 or
5.60 ;
7.012 or
7.013
2.785u .
3.98 Polymer Synthetic Chemistry
3.062 or equivalent
3.980 Ancient Mexican Bells: Technology
3.171 )
3.981 Materials in Human Experience
3.982 The Ancient Andean World
"3.983 The Aztec, the Maya, and Their"
3.984 Materials in Ancient Societies: Metals
3.985J Archaeological Science
5.24J )
3.091 or
5.11 or
8.01 or equivalent
3.986 Introduction to Archaeology
3.987 Human Origins and Evolution
3.988 Africa — Past and Present: An
214.455 )
3.989 Materials in Ancient Societies: Metals
3.984
3.984 .
4.101 Introduction to Architectural Design |
4.104 Introduction to Architectural Design Il
4.101
4.106 Design Skills Workshop
"4.123 ,"
4.124 Architectural Design: Level I
"4.125 ,"
4.126 Architectural Design: Level I'
4.104
"4.123 ,"
4.124 in-
"4.125 ,"
4.126 intended for juniors and seniors.
"4.131 ,"
4.132 Architectural Design: Level I'
"4.125 ,"
"4.126 ,"
4.440
"4.143 ,"
4.144 Architectural Design: Level I!'
"4.123 ,"
4.124 or
"4.125 ,"
4.126
"4.155 ,"
4.156 Architectural Design: Level II!'
4.144
4.163J Urban Design
11.332J )
4.165 Architectural Design in Islamic
4.231
4.171 The Space Between Workshop
4.126
4.172 Form Language Workshop
4.126
4.173 Small Built-Collage
4.143
4.174 Design Workshop: School and
4.126
4.181 -
4.185 Architectural Design
4.131 or
4.143
4.188 Preparation for M.Arch. Thesis
4.189 Preparation for M.Arch. Thesis
"4.191 ,"
4.192 Special Problems in
4.194 Special Problems in Architectural
"4.195 ,"
4.196 Special Problems in
4.199 Special Problems in Architectural
4.203 Geometric Modeling
4.204 Advanced Projects in Geometric
4.203
4.205 Foundations of Design and
4.206 Visualization
4.207 Advanced Topics in Design and
"4.208 ,"
4.209 Special Problems in
"4.210 Light, Color, and Computer Graphics"
4.203 or
4.206
4.214J Advanced Topics in Computer
6.838J )
6.837 or
4.210
"4.218 ,"
4.219 Special Problems in Urban
4.221 Architecture Studies Faculty
4.222 Aspects of Office Practice
"4.228 ,"
4.229 Architectural Design
4.126
4.233 Special Interest Group in Urban
11.465J )
4.231 Architecture and Urban Contexts:
4.235 Urbanization and Design in
11.463J )
4.237 The New Practitioner: Dialogue Tools
"4.238 ,"
4.239 Special Problems in
4.241J Theory of City Form
11.330J )
11.001J or
4.252J or
11.301J
4.242J Advanced Seminar in City Form
11.331J )
"4.241J ,"
11.330J
4.244 ) Urban Design Seminar
11.333J )
4.245J Cities of Tomorrow
11.335J )
11.335J .
4.247J Environmental Design Policy and
11.337 )
11.337J .
"4.248 ,"
4.249 Special Problems in City
4.250J Introduction to Urban Design and
11.001J )
11.001J .
4.252 ) Urban Design and Development
11.301J )
11.301J .
4.253J Urban Design Politics
11.302J )
11.302J .
4.254J Design for Urban Development
11.303 )
11.447
11.303J .
4.255J Site and Urban Systems Planning
11.304J )
11.304J .
4.256J Housing and Urban Policy
11.420J )
11.200 or
4.144
11.420J .
4.257J Property Rights Under Transition
"11.467J ,"
17.550J )
11.210 or permission of instructor
11.467J .
4.259 Special Problems in Environmental
4.264 Environmental Psychology
4.265 Behavior in the Built Environment
4.266J User Needs Programming
11.329J )
4.269 Special Problems in Social Science
4.273 Introduction to Design Inquiry
4.276 Design Research Seminar
"4.278 ,"
4.279 Special Problems in Theory in
4.280 Architecture Internship
4.125 or
4.126
"4.285 ,"
4.286 Research Topics in
4.288 Preparation for S.M.Arch.S. Thesis
4.289 Preparation for Architecture
"4.292 ,"
4.293 Special Problems in
4.294 Special Problems in Architecture
4.295 -—
4.298 Special Problems in
4.299 Special Problems in Architecture
4.301 Foundations in the Visual Arts
4.322 Introduction to Sculpture
4.301
4.325 Advanced Sculpture
4.322
4.341 Introduction to Photography
4.301
4.351 Introduction to Video
4.301
4.361 Dimensions of the Body
"4.301 ,"
4.322 ;
4.341 or
4.351
4.362 Dimensions of Time
4.301
4.364 Dimensions in Space
4.301
4.366 Advanced Projects in Visual Arts
4.371 Art and the Environment
4.372 Environmental Art
4.378 Special Problems in Environmental
4.372
"4.381 ,"
4.382 Advanced Visual Design
4.385 —
4.387 Special Problems in
4.388 Preparation for S.M.Vis.S. Thesis
4.391 —
4.393 Special Problems in Visual Arts
4.301
4.394 Special Problems in Visual Arts
4.395 —
4.397 Special Problems in Visual Arts
"4.398 ,"
4.399 Special Problems in Visual Arts
"4.301 ,"
4.322
4.401 Introduction to Building Technology
4.405 Materials and Construction
"4.408 ,"
4.409 Special Problems in Building
4.411 Building Technology Laboratory
"8.02 ,"
18.02
4.42J Fundamentals of Energy in Buildings
"1.42J ,"
2.45J )
"8.02 ,"
18.02
4.425 Energy in Building Design
"4.426 Energy, Environment, and Buildings"
4.425
"4.427J Analysis and Design of Heating,"
2.46J )
"2.005 ,"
2.51
"4.428 ,"
4.429 Special Problems in Energy in
4.43 Architectural Acoustics
4.401
4.440 Basic Structural Theory
"8.02 ,"
18.02
4.441 Introduction to Building Structural
4.442 Introduction to Building Structural
4.441
"4.441 , subject completes the"
4.446 Structures Design Workshop
4.442
"4.448 ,"
4.449 Special Problems in Structural
4.451 Building Systems
4.453 Building Technology in Real Estate
4.455 Integrated Building Systems
"4.405 ,"
"4.425 ,"
"4.441 ,"
4.442
4.461 Building Simulation
